stamp,macaddress,event,date,itemname
1577508208.256,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577508203.245,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577507891.446,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577507886.434,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577507882.702,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577507876.064,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577507873.55,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577507866.068,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577507865.312,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577507860.298,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577507822.939,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577507814.926,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577507804.781,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577507801.458,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577507799.193,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577507790.252,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577507787.828,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577507739.18,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577507735.953,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577507730.947,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577507727.156,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577507719.14,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577507695.03,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577507684.012,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577507655.26,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577507639.295,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577507628.862,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577507598.283,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577507597.519,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577507564.067,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577507505.77,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577507488.496,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577507437.814,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577507423.789,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577506814.044,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577506784.994,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577505401.551,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577505393.539,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577505378.06,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577505370.044,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577505306.126,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577505295.168,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577502805.377,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577502797.362,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577502792.214,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577502784.2,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577502780.118,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577502775.107,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577501514.031,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577501509.021,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577501490.773,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577501482.756,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577501481.809,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577501473.773,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577501472.004,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577501466.992,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577499456.883,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577499448.866,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577499421.421,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577499416.41,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577499403.968,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577499395.949,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577499393.608,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577499370.972,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577499366.938,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577499361.927,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577497480.991,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577497472.976,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577497468.782,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577497454.698,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577497408.775,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577497403.763,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577497383.824,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577497372.804,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577497368.919,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577497355.077,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577497354.566,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577497331.526,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577497282.04,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577497271.017,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577497269.296,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577497213.312,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577497211.297,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577497158.417,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577497156.968,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577497151.957,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577497133.436,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577497125.416,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577497104.104,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577497099.093,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577497092.272,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577497084.249,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577497038.047,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577496996.89,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577496994.41,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577496986.393,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577496386.064,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577496377.907,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577496366.498,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577496358.479,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577495186.833,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577495175.719,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577495141.754,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577495133.727,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577495082.47,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577495077.461,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577495075.392,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577495057.805,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577495050.333,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577495033.3,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577494955.153,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577494950.144,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577494923.246,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577494918.232,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577494886.286,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577494881.328,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577494877.642,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577494872.628,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577494812.82,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577494801.796,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577494794.076,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577494789.064,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577494784.462,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577494770.103,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577494767.337,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577494747.297,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577494740.466,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577494735.451,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577494732.279,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577494662.651,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577494643.401,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577494631.982,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577494630.997,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577494613.964,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577494605.499,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577494588.467,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577494353.235,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577494348.519,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577494309.507,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577494304.497,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577494302.01,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577494297.001,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577494289.092,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577494279.14,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577494272.628,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577494263.055,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577494255.024,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577494250.015,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577494227.429,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577494222.415,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577493433.402,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577493388.467,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577493387.71,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577493376.657,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577493329.827,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577493315.606,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577493314.186,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577493306.17,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577493302.73,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577493294.715,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577492878.087,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577492870.07,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577492865.731,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577492860.72,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577492859.102,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577492847.785,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577492847.301,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577492839.276,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577492838.765,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577492827.748,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577492817.341,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577492812.442,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577492795.362,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577492786.913,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577492785.263,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577492749.46,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577492745.627,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577492738.285,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577492737.525,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577492726.503,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577492680.503,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577492672.484,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577492648.724,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577492636.334,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577492635.651,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577492627.077,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577492591.691,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577492582.175,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577492579.906,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577492565.802,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577492543.83,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577492532.815,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577492497.896,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577492489.879,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577492478.506,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577492467.453,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577492288.455,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577492279.573,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577492262.51,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577492244.431,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577492222.003,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577492204.917,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577492186.612,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577492178.597,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577491972.026,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577491964.013,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577491954.124,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577491949.738,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577491947.094,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577491933.284,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577491932.78,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577491924.218,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577491909.706,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577491901.687,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577491899.689,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577491875.489,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577491865.086,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577491850.7,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577491849.937,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577491844.928,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577491839.692,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577491824.005,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577491822.64,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577491814.69,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577491813.932,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577491797.621,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577491796.863,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577491776.542,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577491184.403,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577491176.384,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577491160.551,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577491152.538,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577491093.252,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577491085.237,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577491076.363,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577491068.026,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577490928.743,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577490920.723,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577490910.958,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577490899.486,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577490847.899,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577490839.732,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577490791.988,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577490784.581,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577490783.826,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577490771.501,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577490769.941,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577490752.892,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577490751.898,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577490746.886,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
1577490722.904,000D6F000F7314D9,48,2019-12-27,nyce-w-5300
1577490708.877,000D6F000F7314D9,50,2019-12-27,nyce-w-5300
