stamp,macaddress,event,date,itemname
1577495971.051,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495963.037,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495943.622,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495921.352,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495919.524,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495915.082,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495900.469,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495894.587,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495891.818,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495865.378,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495863.587,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495851.344,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495848.575,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495843.568,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495842.203,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495837.187,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495835.554,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495830.538,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495827.565,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495816.029,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495815.363,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495810.359,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495800.206,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495787.896,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495786.127,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495756.577,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495753.163,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495742.695,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495740.178,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495732.725,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495731.966,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495727.478,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495725.713,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495720.703,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495720.039,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495673.084,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495672.556,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495661.406,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495647.356,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495642.696,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495640.305,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495635.292,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495631.669,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495623.54,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495582.61,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495555.261,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495547.649,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495519.574,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495518.679,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495513.922,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495401.921,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495396.911,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495391.435,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495371.791,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495365.383,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495354.37,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495353.225,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495322.274,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495320.569,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495306.271,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495303.502,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495293.54,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495290.77,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495276.446,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495273.018,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495261.998,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577495252.589,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577495223.537,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577494840.376,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577494825.975,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577494673.245,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577494665.139,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577494661.337,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577494642.728,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577494622.337,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577494608.092,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577494589.395,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577494560.194,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577494554.335,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577494516.061,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577494507.916,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577494502.905,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577494499.056,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577494392.759,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577494391.928,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577494347.85,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577494344.576,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577494318.022,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577494315.305,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577494290.169,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577494287.902,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577494252.822,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577494245.149,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577494215.685,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577494208.555,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577494194.653,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577494178.853,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577494164.786,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577494132.268,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577494127.249,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577494113.402,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577494104.964,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577494090.329,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577494079.268,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577494069.871,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577494064.861,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577494046.27,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577494037.745,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493946.604,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493942.171,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493941.41,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493930.391,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493845.518,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493837.507,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493809.162,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493791.058,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493790.549,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493785.543,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493775.911,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493770.903,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493754.604,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493732.539,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493729.92,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493721.907,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493678.342,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493673.332,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493672.343,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493661.322,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493657.71,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493652.699,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493647.986,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493639.117,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493636.208,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493631.194,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493627.355,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493622.345,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493621.082,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493616.086,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493609.282,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493586.243,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493570.05,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493562.006,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493561.014,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493552.645,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493547.524,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493509.002,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493503.626,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493492.073,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493480.148,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493469.892,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493469.374,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493439.724,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493433.503,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493428.493,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493327.976,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493322.96,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493296.75,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493285.728,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493282.747,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493275.435,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493274.676,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493267.281,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493266.519,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493255.942,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493255.186,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493250.175,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493249.59,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493244.581,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493243.686,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493235.664,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493206.989,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493195.274,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493180.145,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493151.598,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493151.056,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493146.044,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493143.133,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493134.561,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493131.793,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493123.777,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493121.937,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493110.917,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493109.272,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493101.26,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493039.103,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493031.093,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493025.504,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493021.134,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577493020.378,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577493009.29,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577492983.387,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577492971.985,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577492909.423,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577492901.849,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577492890.264,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577492876.214,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577492838.698,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577492833.688,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577492727.564,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577492679.015,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577492674.097,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577492663.079,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577492653.553,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577492648.546,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577492601.137,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577492596.127,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577492595.029,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577492590.021,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577492467.628,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577492462.619,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577492260.92,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577492255.912,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577492245.972,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577492222.772,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577492170.293,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577492140.24,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577492131.262,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577492114.03,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577492098.038,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577492096.225,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577492093.196,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577492092.705,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577492082.118,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577492077.106,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577492074.631,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577492067.201,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577492066.617,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577492017.833,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577492005.733,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577491960.359,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577491949.069,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577491929.525,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577491928.764,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577491907.63,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577491787.891,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577491782.878,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577491781.873,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577491750.198,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577491746.796,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577491741.787,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577491704.392,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577491626.095,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577491624.561,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577491570.602,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577491569.652,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577491546.414,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577491545.908,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577491504.662,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577491503.738,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577491466.283,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577491446.451,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577491435.181,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577491433.241,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577491413.179,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577491410.666,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577491393.644,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577491373.137,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577491350.101,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577491330.363,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577491295.273,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577491264.38,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577491253.881,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577491253.124,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577491245.111,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577491234.755,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577491220.736,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577491216.458,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577491201.293,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577491199.672,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577491174.169,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577491172.879,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577491131.434,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577491055.114,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577491050.107,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577491033.5,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577491021.355,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577491019.132,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577491011.116,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577491008.985,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490994.964,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490932.872,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490927.862,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490899.665,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490894.646,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490769.941,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490764.911,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490756.04,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490720.57,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490717.477,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490712.711,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490712.208,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490700.018,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490693.472,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490682.456,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490632.587,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490624.58,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490623.155,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490618.151,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490607.141,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490594.626,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490590.83,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490579.116,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490576.427,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490571.422,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490562.065,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490546.918,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490546.021,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490524.897,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490514.142,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490509.135,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490494.943,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490489.932,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490487.243,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490482.233,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490477.71,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490454.145,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490422.512,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490417.521,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490403.062,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490392.06,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490390.542,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490385.536,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490378.697,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490370.684,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490349.681,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490329.669,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490308.808,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490294.346,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490283.853,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490217.759,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490217.258,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490191.17,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490190.599,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490185.589,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490183.735,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490169.719,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490163.245,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490158.238,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490152.128,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490143.55,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490119.768,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490112.766,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490111.755,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490106.751,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490101.209,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490061.758,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490061.003,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490043.978,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577490040.477,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1577490026.722,000D6F000EAF14DC,50,2019-12-27,nyce-w-2548
1577489864.921,000D6F000EAF14DC,48,2019-12-27,nyce-w-2548
1580512319.974,000D6F000EAF61CA,48,2020-01-31,nyce-w-2395
1580512314.976,000D6F000EAF61CA,50,2020-01-31,nyce-w-2395
1580512311.519,000D6F000EAF61CA,48,2020-01-31,nyce-w-2395
1580512293.153,000D6F000EAF61CA,50,2020-01-31,nyce-w-2395
1580512287.444,000D6F000EAF61CA,48,2020-01-31,nyce-w-2395
1580512284.109,000D6F000EAF61CA,50,2020-01-31,nyce-w-2395
1580512281.841,000D6F000EAF61CA,48,2020-01-31,nyce-w-2395
1580512270.847,000D6F000EAF61CA,50,2020-01-31,nyce-w-2395
1580512240.754,000D6F000EAF61CA,48,2020-01-31,nyce-w-2395
1580512232.758,000D6F000EAF61CA,50,2020-01-31,nyce-w-2395
1580512221.775,000D6F000EAF61CA,48,2020-01-31,nyce-w-2395
1580512210.781,000D6F000EAF61CA,50,2020-01-31,nyce-w-2395
1580512193.181,000D6F000EAF61CA,48,2020-01-31,nyce-w-2395
1580512179.191,000D6F000EAF61CA,50,2020-01-31,nyce-w-2395
1580512111.199,000D6F000EAF61CA,48,2020-01-31,nyce-w-2395
1580512108.307,000D6F000EAF61CA,50,2020-01-31,nyce-w-2395
1580512105.795,000D6F000EAF61CA,48,2020-01-31,nyce-w-2395
1580512093.207,000D6F000EAF61CA,50,2020-01-31,nyce-w-2395
1580512090.989,000D6F000EAF61CA,48,2020-01-31,nyce-w-2395
1580512075.945,000D6F000EAF61CA,50,2020-01-31,nyce-w-2395
1580512063.876,000D6F000EAF61CA,48,2020-01-31,nyce-w-2395
1580512046.772,000D6F000EAF61CA,50,2020-01-31,nyce-w-2395
1580512044.757,000D6F000EAF61CA,48,2020-01-31,nyce-w-2395
1580512039.759,000D6F000EAF61CA,50,2020-01-31,nyce-w-2395
1580512038.672,000D6F000EAF61CA,48,2020-01-31,nyce-w-2395
1580512033.675,000D6F000EAF61CA,50,2020-01-31,nyce-w-2395
